onset	duration	nwb_table	label
1.0	222.0	states	Non-REM
224.0	159.0	states	REM
384.0	718.0	states	Non-REM
1103.0	78.0	states	REM
1182.0	172.0	states	Non-REM
1355.0	23.0	states	Awake
1379.0	192.0	states	Non-REM
1572.0	66.0	states	REM
1639.0	15.0	states	Awake
1655.0	396.0	states	Non-REM
2052.0	12.0	states	REM
2065.0	208.0	states	Non-REM
2274.0	163.0	states	REM
2438.0	264.0	states	Non-REM
2703.0	11.0	states	Awake
2715.0	598.0	states	Non-REM
3314.0	15.0	states	REM
3330.0	50.0	states	Non-REM
3381.0	153.0	states	REM
3535.0	14.0	states	Awake
3550.0	315.0	states	Non-REM
3866.0	14.0	states	Awake
3881.0	82.0	states	Non-REM
3964.0	26.0	states	Awake
3991.0	285.0	states	Non-REM
4277.0	78.0	states	REM
4356.0	1322.0	states	Awake
5679.0	581.0	states	Non-REM
6261.0	11.0	states	REM
6273.0	179.0	states	Non-REM
6453.0	26.0	states	REM
6480.0	270.0	states	Non-REM
6751.0	108.0	states	REM
6860.0	15.0	states	Awake
6876.0	318.0	states	Non-REM
7195.0	2923.0	states	Awake
10119.0	1235.0	states	Non-REM
11355.0	26.0	states	REM
11382.0	21.0	states	Awake
11404.0	401.0	states	Non-REM
11806.0	91.0	states	REM
11898.0	759.0	states	Awake
12658.0	525.0	states	Non-REM
13184.0	40.0	states	REM
13225.0	10.0	states	Awake
13236.0	525.0	states	Non-REM
13762.0	7.0	states	Awake
13770.0	121.0	states	Non-REM
13892.0	63.0	states	REM
13956.0	797.0	states	Awake
14754.0	39.0	states	Non-REM
14794.0	22.0	states	Awake
14817.0	717.0	states	Non-REM
15535.0	13.0	states	REM
15549.0	7.0	states	Awake
15557.0	646.0	states	Non-REM
16204.0	104.0	states	REM
16309.0	2043.0	states	Awake
18353.0	34.0	states	Non-REM
18388.0	152.0	states	Awake
18541.0	787.0	states	Non-REM
19329.0	11.0	states	Awake
